path	kind	size	lines	ext	issues	sha
app/src/main/res/drawable/system_update_24px.xml	text	1032	10	.xml	-	-
app/src/main/res/drawable/task_alt_96px.xml	text	838	10	.xml	-	-
app/src/main/res/drawable/terminal_24px.xml	text	705	10	.xml	-	-
app/src/main/res/drawable/thumb_up_24px.xml	text	858	10	.xml	-	-
app/src/main/res/drawable/thumb_up_filled_24px.xml	text	570	10	.xml	-	-
app/src/main/res/drawable/touchpad_mouse_24px.xml	text	1261	10	.xml	-	-
app/src/main/res/drawable/transparent_background.xml	text	169	4	.xml	-	-
app/src/main/res/drawable/upcoming_96px.xml	text	1191	10	.xml	-	-
app/src/main/res/drawable/verified_user_24px.xml	text	700	10	.xml	-	-
app/src/main/res/drawable/vertical_align_bottom_24px.xml	text	443	10	.xml	-	-
app/src/main/res/drawable/vertical_align_top_24px.xml	text	443	10	.xml	-	-
app/src/main/res/drawable/view_real_size_24px.xml	text	517	10	.xml	-	-
app/src/main/res/drawable/visibility_24px.xml	text	1059	10	.xml	-	-
app/src/main/res/drawable/visibility_off.xml	text	1330	10	.xml	CRLF	-
app/src/main/res/drawable/volume_up_24px.xml	text	771	11	.xml	CRLF	-
app/src/main/res/drawable/warning_24px.xml	text	603	10	.xml	-	-
app/src/main/res/drawable/warning_48px.xml	text	644	10	.xml	CRLF	-
app/src/main/res/drawable/xc_left_ptr.png	binary	145	0	.png	-	-
app/src/main/res/drawable/zoom_in_24px.xml	text	784	10	.xml	-	-
app/src/main/res/drawable/zoom_out_24px.xml	text	720	10	.xml	-	-
app/src/main/res/font/googlesansflex.ttf	binary	3997148	0	.ttf	-	-
app/src/main/res/font/googlesansvodevariablefontwght.ttf	binary	126148	0	.ttf	-	-
app/src/main/res/layout/activity_about.xml	text	2695	64	.xml	missing-final-newline	-
app/src/main/res/layout/activity_benchmark.xml	text	30714	661	.xml	-	-
app/src/main/res/layout/activity_cqcm.xml	text	2204	50	.xml	missing-final-newline	-
app/src/main/res/layout/activity_data_explorer.xml	text	1336	34	.xml	CRLF,missing-final-newline	-
app/src/main/res/layout/activity_export_rom.xml	text	4280	94	.xml	-	-
app/src/main/res/layout/activity_external_vnc_settings.xml	text	9193	200	.xml	missing-final-newline	-
app/src/main/res/layout/activity_import_export_settings.xml	text	8534	175	.xml	missing-final-newline	-
app/src/main/res/layout/activity_language_modules.xml	text	4320	100	.xml	-	-
app/src/main/res/layout/activity_last_crash.xml	text	2755	70	.xml	missing-final-newline	-
app/src/main/res/layout/activity_main.xml	text	2567	63	.xml	missing-final-newline	-
app/src/main/res/layout/activity_main_content.xml	text	2969	62	.xml	-	-
app/src/main/res/layout/activity_minitools.xml	text	8926	212	.xml	-	-
app/src/main/res/layout/activity_professional_tools.xml	text	46798	960	.xml	-	-
app/src/main/res/layout/activity_qemu_params_editor.xml	text	8466	172	.xml	-	-
app/src/main/res/layout/activity_rafaelia_logs.xml	text	7277	154	.xml	-	-
app/src/main/res/layout/activity_rom_info.xml	text	16692	367	.xml	-	-
app/src/main/res/layout/activity_set_arch.xml	text	17566	364	.xml	-	-
app/src/main/res/layout/activity_settings.xml	text	1719	39	.xml	-	-
app/src/main/res/layout/activity_setup_wizard2.xml	text	27471	638	.xml	missing-final-newline	-
app/src/main/res/layout/activity_splash.xml	text	1680	43	.xml	missing-final-newline	-
app/src/main/res/layout/activity_terminal.xml	text	3816	89	.xml	-	-
app/src/main/res/layout/activity_theme.xml	text	6530	140	.xml	missing-final-newline	-
app/src/main/res/layout/activity_updater.xml	text	4089	97	.xml	missing-final-newline	-
app/src/main/res/layout/activity_vm_creator.xml	text	12032	257	.xml	missing-final-newline	-
app/src/main/res/layout/activity_vnc.xml	text	3688	98	.xml	CRLF	-
app/src/main/res/layout/activity_vnc_settings.xml	text	8972	198	.xml	missing-final-newline	-
app/src/main/res/layout/activity_web_view.xml	text	1015	26	.xml	missing-final-newline	-
app/src/main/res/layout/activity_x11.xml	text	10171	269	.xml	trailing-whitespace	-
app/src/main/res/layout/activity_x11_display_settings.xml	text	9455	209	.xml	missing-final-newline	-
app/src/main/res/layout/bottomsheetdialog_logger.xml	text	3877	101	.xml	-	-
app/src/main/res/layout/container_function.xml	text	269	7	.xml	CRLF,missing-final-newline	-
app/src/main/res/layout/container_main_roms.xml	text	3310	79	.xml	missing-final-newline	-
app/src/main/res/layout/container_roms.xml	text	3277	89	.xml	-	-
app/src/main/res/layout/content_about.xml	text	11386	258	.xml	CRLF,missing-final-newline	-
app/src/main/res/layout/controls_fragment.xml	text	9092	197	.xml	-	-
app/src/main/res/layout/create_vhd.xml	text	3849	90	.xml	CRLF,missing-final-newline	-
app/src/main/res/layout/desktop_controls.xml	text	11308	270	.xml	-	-
app/src/main/res/layout/dialog_change_removable_devices.xml	text	14264	289	.xml	missing-final-newline	-
app/src/main/res/layout/dialog_layout.xml	text	3159	73	.xml	-	-
app/src/main/res/layout/dialog_programs.xml	text	2111	53	.xml	-	-
app/src/main/res/layout/dialog_progress_operation.xml	text	1446	37	.xml	-	-
app/src/main/res/layout/dialog_progress_style.xml	text	890	23	.xml	-	-
app/src/main/res/layout/dialog_start_vm.xml	text	2147	57	.xml	-	-
app/src/main/res/layout/external_vnc.xml	text	1087	31	.xml	CRLF,missing-final-newline	-
app/src/main/res/layout/extra_keys_config.xml	text	1127	31	.xml	missing-final-newline	-
app/src/main/res/layout/extra_keys_main.xml	text	367	8	.xml	-	-
app/src/main/res/layout/extra_keys_right.xml	text	654	16	.xml	-	-
app/src/main/res/layout/fragment_controlers_options.xml	text	1552	41	.xml	CRLF,missing-final-newline	-
app/src/main/res/layout/fragment_home_rom_store.xml	text	2673	73	.xml	missing-final-newline	-
app/src/main/res/layout/fragment_home_software_store.xml	text	2688	73	.xml	missing-final-newline	-
app/src/main/res/layout/fragment_home_system_monitor.xml	text	17272	354	.xml	-	-
app/src/main/res/layout/fragment_home_vms.xml	text	6052	142	.xml	missing-final-newline	-
app/src/main/res/layout/fragment_language_modules.xml	text	3560	87	.xml	-	-
app/src/main/res/layout/fragment_logs.xml	text	661	23	.xml	CRLF,trailing-whitespace	-
app/src/main/res/layout/game_controls.xml	text	9456	230	.xml	-	-
app/src/main/res/layout/github_user_item.xml	text	545	14	.xml	missing-final-newline	-
app/src/main/res/layout/github_user_view.xml	text	2032	56	.xml	missing-final-newline	-
app/src/main/res/layout/importexport.xml	text	1622	54	.xml	trailing-whitespace	-
app/src/main/res/layout/item_language_module.xml	text	4490	108	.xml	-	-
app/src/main/res/layout/iv_prv.xml	text	1095	25	.xml	CRLF,missing-final-newline	-
app/src/main/res/layout/layout_for_send_keys.xml	text	1033	28	.xml	missing-final-newline	-
app/src/main/res/layout/line_in_drawer.xml	text	401	9	.xml	missing-final-newline	-
app/src/main/res/layout/list_item_log.xml	text	862	29	.xml	CRLF	-
app/src/main/res/layout/list_view.xml	text	487	11	.xml	missing-final-newline	-
app/src/main/res/layout/main_vnc.xml	text	12981	290	.xml	-	-
app/src/main/res/layout/nav_header_main.xml	text	1589	46	.xml	trailing-whitespace,trailing-whitespace,trailing-whitespace,missing-final-newline	-
app/src/main/res/layout/repeater_dialog.xml	text	1262	37	.xml	-	-
app/src/main/res/layout/rom_options_dialog.xml	text	3761	88	.xml	-	-
app/src/main/res/layout/row.xml	text	224	10	.xml	CRLF,missing-final-newline	-
app/src/main/res/layout/send_key_dialog.xml	text	6837	150	.xml	-	-
app/src/main/res/layout/setup_qemu_advanced.xml	text	8230	183	.xml	missing-final-newline	-
app/src/main/res/layout/setup_qemu_done.xml	text	3715	102	.xml	missing-final-newline	-
app/src/main/res/layout/simple_layout_for_spiner.xml	text	615	14	.xml	missing-final-newline	-
app/src/main/res/layout/simple_layout_list_view_with_check.xml	text	743	22	.xml	missing-final-newline	-
app/src/main/res/layout/switch_mui3.xml	text	606	11	.xml	-	-
app/src/main/res/layout/terminal_bottom_sheet.xml	text	4633	98	.xml	CRLF,missing-final-newline	-
app/src/main/res/layout/update_bottom_dialog_layout.xml	text	2403	64	.xml	-	-
app/src/main/res/layout/view_terminal_toolbar_extra_keys.xml	text	403	8	.xml	missing-final-newline	-
app/src/main/res/layout/view_terminal_toolbar_text_input.xml	text	1061	26	.xml	missing-final-newline	-
app/src/main/res/layout/widget_edittext_dialog.xml	text	775	20	.xml	-	-
app/src/main/res/layout/widgetlayout.xml	text	597	14	.xml	CRLF,missing-final-newline	-
app/src/main/res/menu/androidvncmenu.xml	text	646	5	.xml	CRLF,missing-final-newline	-
app/src/main/res/menu/bottom_navigation_home_menu.xml	text	804	22	.xml	missing-final-newline	-
app/src/main/res/menu/home_bottom_app_bar.xml	text	1132	29	.xml	missing-final-newline	-
app/src/main/res/menu/home_drawer_menu.xml	text	2109	55	.xml	CRLF	-
app/src/main/res/menu/home_toolbar_menu.xml	text	317	11	.xml	CRLF	-
app/src/main/res/menu/searchbar_menu.xml	text	560	18	.xml	-	-
app/src/main/res/menu/set_arch_toolbar_menu.xml	text	308	8	.xml	-	-
app/src/main/res/menu/settings_dialog.xml	text	424	14	.xml	CRLF,missing-final-newline	-
app/src/main/res/menu/vnccanvasactivitymenu.xml	text	4154	46	.xml	CRLF,trailing-whitespace,trailing-whitespace	-
app/src/main/res/mipmap-anydpi-v26/ic_launcher.xml	text	333	6	.xml	CRLF,missing-final-newline	-
app/src/main/res/mipmap-hdpi/ic_launcher.png	binary	5359	0	.png	-	-
app/src/main/res/mipmap-hdpi/ic_launcher_background.png	binary	1854	0	.png	-	-
app/src/main/res/mipmap-hdpi/ic_launcher_foreground.png	binary	2784	0	.png	-	-
app/src/main/res/mipmap-hdpi/ic_launcher_monochrome.png	binary	2784	0	.png	-	-
app/src/main/res/mipmap-mdpi/ic_launcher.png	binary	3190	0	.png	-	-
app/src/main/res/mipmap-mdpi/ic_launcher_background.png	binary	1320	0	.png	-	-
app/src/main/res/mipmap-mdpi/ic_launcher_foreground.png	binary	1567	0	.png	-	-
app/src/main/res/mipmap-mdpi/ic_launcher_monochrome.png	binary	1567	0	.png	-	-
app/src/main/res/mipmap-xhdpi/ic_launcher.png	binary	7243	0	.png	-	-
app/src/main/res/mipmap-xhdpi/ic_launcher_background.png	binary	2612	0	.png	-	-
app/src/main/res/mipmap-xhdpi/ic_launcher_foreground.png	binary	3549	0	.png	-	-
app/src/main/res/mipmap-xhdpi/ic_launcher_monochrome.png	binary	3549	0	.png	-	-
app/src/main/res/mipmap-xhdpi/tv_banner.png	binary	11715	0	.png	-	-
app/src/main/res/mipmap-xxhdpi/ic_launcher.png	binary	11727	0	.png	-	-
app/src/main/res/mipmap-xxhdpi/ic_launcher_background.png	binary	4172	0	.png	-	-
app/src/main/res/mipmap-xxhdpi/ic_launcher_foreground.png	binary	6883	0	.png	-	-
app/src/main/res/mipmap-xxhdpi/ic_launcher_monochrome.png	binary	6883	0	.png	-	-
app/src/main/res/mipmap-xxxhdpi/ic_launcher.png	binary	15908	0	.png	-	-
app/src/main/res/mipmap-xxxhdpi/ic_launcher_background.png	binary	6081	0	.png	-	-
app/src/main/res/mipmap-xxxhdpi/ic_launcher_foreground.png	binary	9069	0	.png	-	-
app/src/main/res/mipmap-xxxhdpi/ic_launcher_monochrome.png	binary	9069	0	.png	-	-
app/src/main/res/values-ar/strings.xml	text	29117	344	.xml	-	-
app/src/main/res/values-de/strings.xml	text	7070	136	.xml	trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/main/res/values-es/strings.xml	text	8109	158	.xml	trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/main/res/values-fr/strings.xml	text	8194	158	.xml	trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/main/res/values-night/colors.xml	text	140	4	.xml	CRLF	-
app/src/main/res/values-night/theme.xml	text	5711	108	.xml	missing-final-newline	-
app/src/main/res/values-pt/strings.xml	text	8005	158	.xml	trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/main/res/values-ru/strings.xml	text	31338	323	.xml	trailing-whitespace	-
app/src/main/res/values-zh-rCN/strings.xml	text	56958	744	.xml	-	-
app/src/main/res/values/array.xml	text	4843	154	.xml	CRLF	-
app/src/main/res/values/attrs.xml	text	1114	40	.xml	CRLF,missing-final-newline	-
app/src/main/res/values/colors.xml	text	187	5	.xml	CRLF	-
app/src/main/res/values/dimen.xml	text	25	1	.xml	CRLF	-
app/src/main/res/values/dimens.xml	text	137	5	.xml	-	-
app/src/main/res/values/ids.xml	text	213	7	.xml	CRLF	-
app/src/main/res/values/strings.xml	text	81509	1094	.xml	-	-
app/src/main/res/values/styles.xml	text	2616	46	.xml	missing-final-newline	-
app/src/main/res/values/theme.xml	text	7219	137	.xml	missing-final-newline	-
app/src/main/res/xml/accessibility_service_config.xml	text	505	10	.xml	-	-
app/src/main/res/xml/file_provider_paths.xml	text	85	5	.xml	missing-final-newline	-
app/src/main/res/xml/gma_ad_services_config.xml	text	315	11	.xml	missing-final-newline	-
app/src/main/res/xml/headers_preference.xml	text	2762	65	.xml	CRLF	-
app/src/main/res/xml/preferences.xml	text	11348	274	.xml	-	-
app/src/main/res/xml/qemu.xml	text	14651	336	.xml	CRLF	-
app/src/main/res/xml/settings.xml	text	3415	81	.xml	missing-final-newline	-
app/src/main/res/xml/userinterface.xml	text	661	17	.xml	CRLF,missing-final-newline	-
app/src/main/res/xml/vnc.xml	text	636	15	.xml	CRLF,missing-final-newline	-
app/src/test/java/android/androidVNC/LargeBitmapDataIOExceptionRegressionTest.java	text	7622	194	.java	-	-
app/src/test/java/android/androidVNC/VncCanvasHoverMouseTest.java	text	4301	112	.java	-	-
app/src/test/java/android/androidVNC/VncCanvasRetryPolicyTest.java	text	1576	62	.java	-	-
app/src/test/java/com/termux/app/BackgroundJobTest.java	text	1956	57	.java	-	-
app/src/test/java/com/termux/filepicker/TermuxDocumentsProviderIsChildDocumentTest.java	text	4096	105	.java	-	-
app/src/test/java/com/vectras/qemu/MainVNCActivityDispatchKeyEventTest.java	text	1670	63	.java	-	-
app/src/test/java/com/vectras/qemu/utils/FileUtilsOpenModeTest.java	text	2507	56	.java	-	-
app/src/test/java/com/vectras/qemu/utils/FileUtilsPathReplaceTest.java	text	829	23	.java	-	-
app/src/test/java/com/vectras/qemu/utils/QmpClientContractTest.java	text	3761	83	.java	-	-
app/src/test/java/com/vectras/qemu/utils/RamInfoTest.java	text	593	22	.java	-	-
app/src/test/java/com/vectras/vm/StartVMCdromArgumentNormalizationTest.java	text	1896	50	.java	-	-
app/src/test/java/com/vectras/vm/StartVMCommandBuildTest.java	text	3428	94	.java	-	-
app/src/test/java/com/vectras/vm/StartVMEnvNullCdromPathTest.java	text	2572	50	.java	-	-
app/src/test/java/com/vectras/vm/StartVMShellQuoteTest.java	text	624	22	.java	-	-
app/src/test/java/com/vectras/vm/StartVMVncPasswordCliRegressionTest.java	text	2863	55	.java	-	-
app/src/test/java/com/vectras/vm/VMManagerDeleteVmGuardsTest.java	text	1182	41	.java	-	-
app/src/test/java/com/vectras/vm/VMManagerLifecycleKillAllTest.java	text	898	34	.java	-	-
app/src/test/java/com/vectras/vm/VMManagerRestoreVMsJsonAppendTest.java	text	1029	27	.java	-	-
app/src/test/java/com/vectras/vm/VMManagerStopVmProcessTest.java	text	10660	337	.java	-	-
app/src/test/java/com/vectras/vm/benchmark/BenchmarkManagerTest.java	text	10824	291	.java	trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/test/java/com/vectras/vm/benchmark/VectraBenchmarkTest.java	text	11818	332	.java	trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/test/java/com/vectras/vm/core/AdvancedAlgorithmsTest.java	text	13227	350	.java	trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/test/java/com/vectras/vm/core/AlgorithmAnalyzerTest.java	text	10912	262	.java	-	-
app/src/test/java/com/vectras/vm/core/BareMetalProfileTest.java	text	3639	88	.java	-	-
app/src/test/java/com/vectras/vm/core/BitwiseMathTest.java	text	22188	699	.java	trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/test/java/com/vectras/vm/core/BoundedStringRingBufferTest.java	text	1540	44	.java	-	-
app/src/test/java/com/vectras/vm/core/DeterministicRuntimeMatrixIoQuantumTest.java	text	3384	92	.java	-	-
app/src/test/java/com/vectras/vm/core/ExecutionExecutorsPolicyTest.java	text	1472	34	.java	-	-
app/src/test/java/com/vectras/vm/core/LowLevelBridgeEquivalenceTest.java	text	6057	148	.java	-	-
app/src/test/java/com/vectras/vm/core/MathUtilsTest.java	text	15533	472	.java	trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/test/java/com/vectras/vm/core/NativeFastPathTest.java	text	6667	187	.java	-	-
app/src/test/java/com/vectras/vm/core/OptimizationStrategiesTest.java	text	10491	309	.java	trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/test/java/com/vectras/vm/core/ProcessOutputDrainerTest.java	text	10558	285	.java	-	-
app/src/test/java/com/vectras/vm/core/ProcessSupervisorConcurrencyTest.java	text	3992	133	.java	-	-
app/src/test/java/com/vectras/vm/core/ProcessSupervisorFailoverTest.java	text	17468	510	.java	-	-
app/src/test/java/com/vectras/vm/core/ProotCommandBuilderTest.java	text	8476	198	.java	-	-
app/src/test/java/com/vectras/vm/core/ShellExecutorConcurrencyTest.java	text	1560	52	.java	-	-
app/src/test/java/com/vectras/vm/core/TokenBucketRateLimiterTest.java	text	511	17	.java	-	-
app/src/test/java/com/vectras/vm/crashtracker/CrashHandlerTest.java	text	4376	128	.java	-	-
app/src/test/java/com/vectras/vm/download/DownloadWorkerEndpointValidationTest.java	text	1521	46	.java	-	-
app/src/test/java/com/vectras/vm/localization/LocaleManagerTest.kt	text	2877	87	.kt	-	-
app/src/test/java/com/vectras/vm/main/core/MainStartVMTest.java	text	1124	34	.java	-	-
app/src/test/java/com/vectras/vm/network/EndpointValidatorTest.java	text	1199	37	.java	-	-
app/src/test/java/com/vectras/vm/network/NetworkEndpointsTest.java	text	2183	68	.java	-	-
app/src/test/java/com/vectras/vm/qemu/ExecutionBudgetPolicyTest.java	text	2083	48	.java	-	-
app/src/test/java/com/vectras/vm/qemu/KvmProbeTest.java	text	1911	48	.java	-	-
app/src/test/java/com/vectras/vm/rafaelia/HdCacheMvpTest.java	text	16737	456	.java	trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/test/java/com/vectras/vm/rafaelia/RafaeliaKernelV22Test.java	text	2270	62	.java	-	-
app/src/test/java/com/vectras/vm/rafaelia/RafaeliaMvpTest.java	text	4652	134	.java	-	-
app/src/test/java/com/vectras/vm/rafaelia/RafaeliaPathValidatorTest.java	text	3374	88	.java	-	-
app/src/test/java/com/vectras/vm/rafaelia/RafaeliaSalmoCoreTest.java	text	753	26	.java	-	-
app/src/test/java/com/vectras/vm/setupwizard/BootstrapAbiMapperTest.java	text	1392	37	.java	-	-
app/src/test/java/com/vectras/vm/setupwizard/BootstrapUrlNormalizerTest.java	text	693	23	.java	-	-
app/src/test/java/com/vectras/vm/setupwizard/SetupFeatureCoreBootstrapValidationTest.java	text	1787	49	.java	-	-
app/src/test/java/com/vectras/vm/setupwizard/SetupFeatureCoreKtBridgeTest.kt	text	1221	32	.kt	-	-
app/src/test/java/com/vectras/vm/setupwizard/SetupFeatureCorePkgInstalledJavaTest.java	text	1506	41	.java	-	-
app/src/test/java/com/vectras/vm/setupwizard/SetupFeatureCorePreflightTest.java	text	6147	166	.java	-	-
app/src/test/java/com/vectras/vm/setupwizard/SetupFeatureCoreProotSelfCheckTest.java	text	7128	205	.java	-	-
app/src/test/java/com/vectras/vm/setupwizard/SetupStateValidatorTest.java	text	2023	58	.java	-	-
app/src/test/java/com/vectras/vm/setupwizard/SetupWizard2ActivityUrlSanitizationTest.java	text	2691	70	.java	-	-
app/src/test/java/com/vectras/vm/utils/FileUtilsOpenModeTest.java	text	5662	131	.java	-	-
app/src/test/java/com/vectras/vm/vectra/VectraDataOrchestratorTest.kt	text	3586	134	.kt	-	-
app/src/test/java/com/vectras/vm/vectra/VectraDeterministicContainerTest.kt	text	2164	57	.kt	-	-
app/src/test/java/com/vectras/vterm/TerminalOutputReferenceTest.java	text	2387	63	.java	-	-
app/src/test/java/com/vectras/vterm/TerminalProcessTerminationTest.java	text	2698	101	.java	-	-
archive/FILES_MAP.md	text	4161	54	.md	-	-
archive/README.md	text	626	19	.md	-	-
archive/experimental/rafael_melo_reis_bundle/teoremas/modulos/camadas/gui/ui/ux/RAFAELIA_KERNEL_SPEC_V22.md	text	6178	236	.md	-	-
archive/experimental/seguranda/segurancaMilitarnasuditorias.md	text	10302	329	.md	-	-
archive/root-history/1.md	text	753	15	.md	-	-
archive/root-history/ADVANCED_OPTIMIZATIONS.md	text	10717	369	.md	-	-
archive/root-history/BENCHMARK_REFACTORING_SUMMARY.md	text	2010	52	.md	-	-
archive/root-history/IMPLEMENTATION_COMPLETE.md	text	3248	74	.md	-	-
archive/root-history/IMPLEMENTATION_SUMMARY.md	text	3356	79	.md	-	-
archive/root-history/VECTRAS_ANALYSIS_COMPLETE.md	text	18158	699	.md	trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
archive/root-history/VECTRAS_DEEP_EVIDENCE.md	text	21059	721	.md	trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
bench/FILES_MAP.md	text	1810	29	.md	-	-
bench/README.md	text	600	19	.md	-	-
bench/results/.gitignore	text	24	3	<noext>	-	-
bench/results/.gitkeep	text	0	0	<noext>	-	-
bench/scripts/run_bench.sh	text	1327	45	.sh	-	-
bench/src/rmr_benchmark_main.c	text	3692	94	.c	-	-
bug/1_RAFAELIA_BITRAF64_KERNEL.md	text	15635	394	.md	trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
bug/2_DETERMINISTIC_COHERENCE_MATRIX.md	text	18338	441	.md	trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
